OID_,FID_SpringCatchData_XYTableToPoint,SpringCatchData_csv_Station,SpringCatchData_csv_SampleDate,SpringCatchData_csv_Latitude,SpringCatchData_csv_Longitude,SpringCatchData_csv_CatchRowID,SpringCatchData_csv_SampleRowID,SpringCatchData_csv_OrganismCode,SpringCatchData_csv_Catch,SpringCatchData_csv_CommonName,Stations_Station,Stations_Lati,Stations_Longi,FID_RiskRegions_DWSC_Update_9292020,Subregion,area_km2,area_hecta,are_mi2,Shape_Leng
7443,8541,504,08-Mar-18,38-03-09.5,121-59-10.9,8512,3726,38,1,threespine stickleback,504,38.0519447,-121.9860840,0,Suisun Bay,464,46400,179,1.525376087420000
7444,8588,610,05-Apr-18,,,8560,3758,20,1,threadfin shad,610,38.1221962,-121.8891144,0,Suisun Bay,464,46400,179,1.525376087420000
7445,8589,610,05-Apr-18,,,8561,3758,29,4,splittail,610,38.1221962,-121.8891144,0,Suisun Bay,464,46400,179,1.525376087420000
7446,8590,610,05-Apr-18,,,8562,3758,65,1,golden shiner,610,38.1221962,-121.8891144,0,Suisun Bay,464,46400,179,1.525376087420000
7447,8591,610,05-Apr-18,,,8563,3758,38,1,threespine stickleback,610,38.1221962,-121.8891144,0,Suisun Bay,464,46400,179,1.525376087420000
7448,8592,610,05-Apr-18,,,8564,3758,9,1,chinook salmon,610,38.1221962,-121.8891144,0,Suisun Bay,464,46400,179,1.525376087420000
7449,8593,610,05-Apr-18,,,8611,3758,19,7,American shad,610,38.1221962,-121.8891144,0,Suisun Bay,464,46400,179,1.525376087420000
7450,8601,606,05-Apr-18,38-10-11.8,122-01-31.2,8573,3760,20,4,threadfin shad,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7451,8602,606,05-Apr-18,38-10-11.8,122-01-31.2,8574,3760,29,1,splittail,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7452,8603,606,05-Apr-18,38-10-11.8,122-01-31.2,8575,3760,19,16,American shad,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7453,8604,606,05-Apr-18,38-10-11.8,122-01-31.2,8576,3760,16,79,Pacific herring,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7454,8605,606,05-Apr-18,38-10-11.8,122-01-31.2,8577,3760,38,7,threespine stickleback,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7455,8606,606,05-Apr-18,38-10-11.8,122-01-31.2,8578,3760,25,9,longfin smelt,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7456,8607,606,05-Apr-18,38-10-11.8,122-01-31.2,8579,3760,9,2,chinook salmon,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7457,8608,606,05-Apr-18,38-10-11.8,122-01-31.2,8580,3760,103,7,Siberian prawn,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7458,8655,519,01-May-18,38-04-24.3,121-57-28.8,8630,3785,20,3,threadfin shad,519,38.0747490,-121.9580841,0,Suisun Bay,464,46400,179,1.525376087420000
7459,8656,519,01-May-18,38-04-24.3,121-57-28.8,8631,3785,19,4,American shad,519,38.0747490,-121.9580841,0,Suisun Bay,464,46400,179,1.525376087420000
7460,8657,519,01-May-18,38-04-24.3,121-57-28.8,8632,3785,31,1,starry flounder,519,38.0747490,-121.9580841,0,Suisun Bay,464,46400,179,1.525376087420000
7461,8692,606,03-May-18,38-10-10.3,122-01-28.9,8666,3799,20,3,threadfin shad,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7462,8693,606,03-May-18,38-10-10.3,122-01-28.9,8667,3799,29,2,splittail,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7463,8694,606,03-May-18,38-10-10.3,122-01-28.9,8668,3799,19,1,American shad,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7464,8695,606,03-May-18,38-10-10.3,122-01-28.9,8669,3799,16,7,Pacific herring,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7465,8696,606,03-May-18,38-10-10.3,122-01-28.9,8670,3799,38,1,threespine stickleback,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7466,8697,606,03-May-18,38-10-10.3,122-01-28.9,8671,3799,23,28,palaemon shrimp,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7467,8698,606,03-May-18,38-10-10.3,122-01-28.9,8672,3799,25,6,longfin smelt,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7468,8699,606,03-May-18,38-10-10.3,122-01-28.9,8673,3799,95,1,shimofuri goby,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7469,8700,606,03-May-18,38-10-10.3,122-01-28.9,8674,3799,9,2,chinook salmon,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7470,8726,504,03-May-18,38-03-00.0,121-58-51.7,8697,3806,25,2,longfin smelt,504,38.0519447,-121.9860840,0,Suisun Bay,464,46400,179,1.525376087420000
7471,8727,504,11-Dec-18,38-03-07.7,121-59-11.0,8701,3808,13,32,northern anchovy,504,38.0519447,-121.9860840,0,Suisun Bay,464,46400,179,1.525376087420000
7472,8728,504,11-Dec-18,38-03-07.7,121-59-11.0,8702,3808,9,1,chinook salmon,504,38.0519447,-121.9860840,0,Suisun Bay,464,46400,179,1.525376087420000
7473,8739,606,11-Dec-18,38-10-12.0,122-01-31.8,8712,3815,24,1,delta smelt,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7474,8740,606,11-Dec-18,38-10-12.0,122-01-31.8,8713,3815,20,12,threadfin shad,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7475,8741,606,11-Dec-18,38-10-12.0,122-01-31.8,8714,3815,19,18,American shad,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7476,8743,606,11-Dec-18,38-10-12.0,122-01-31.8,8716,3815,38,3,threespine stickleback,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7477,8744,606,11-Dec-18,38-10-12.0,122-01-31.8,8717,3815,13,2,northern anchovy,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7478,8896,501,25-Jan-19,38-04-21.2,122-01-24.9,8869,3885,64,1,goldfish,501,38.0733337,-122.0263367,0,Suisun Bay,464,46400,179,1.525376087420000
7479,8897,501,25-Jan-19,38-04-21.2,122-01-24.9,8870,3885,25,1,longfin smelt,501,38.0733337,-122.0263367,0,Suisun Bay,464,46400,179,1.525376087420000
7480,8898,501,25-Jan-19,38-04-21.2,122-01-24.9,8871,3885,9,1,chinook salmon,501,38.0733337,-122.0263367,0,Suisun Bay,464,46400,179,1.525376087420000
7481,8899,501,25-Jan-19,38-04-21.2,122-01-24.9,8872,3885,52,1,bluegill,501,38.0733337,-122.0263367,0,Suisun Bay,464,46400,179,1.525376087420000
7482,8900,501,25-Jan-19,38-04-21.2,122-01-24.9,8873,3885,103,1,Siberian prawn,501,38.0733337,-122.0263367,0,Suisun Bay,464,46400,179,1.525376087420000
7483,8967,610,22-Feb-19,38-07-17.8,121-53-17.9,8945,3916,12,2,inland silverside,610,38.1221962,-121.8891144,0,Suisun Bay,464,46400,179,1.525376087420000
7484,8968,610,22-Feb-19,38-07-17.8,121-53-17.9,8946,3916,29,6,splittail,610,38.1221962,-121.8891144,0,Suisun Bay,464,46400,179,1.525376087420000
7485,8969,610,22-Feb-19,38-07-17.8,121-53-17.9,8947,3916,9,2,chinook salmon,610,38.1221962,-121.8891144,0,Suisun Bay,464,46400,179,1.525376087420000
7486,8970,610,22-Feb-19,38-07-17.8,121-53-17.9,8948,3916,103,3,Siberian prawn,610,38.1221962,-121.8891144,0,Suisun Bay,464,46400,179,1.525376087420000
7487,8977,606,22-Feb-19,38-10-11.5,122-01-23.2,8955,3918,20,4,threadfin shad,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7488,8978,606,22-Feb-19,38-10-11.5,122-01-23.2,8956,3918,19,11,American shad,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7489,8979,606,22-Feb-19,38-10-11.5,122-01-23.2,8957,3918,38,1,threespine stickleback,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7490,8980,606,22-Feb-19,38-10-11.5,122-01-23.2,8958,3918,3,1,common carp,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7491,8981,606,22-Feb-19,38-10-11.5,122-01-23.2,8959,3918,29,6,splittail,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7492,8982,606,22-Feb-19,38-10-11.5,122-01-23.2,8960,3918,103,6,Siberian prawn,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7493,9008,504,22-Feb-19,38-02-57.9,121-58-51.4,8986,3925,63,1,Sacramento pikeminnow,504,38.0519447,-121.9860840,0,Suisun Bay,464,46400,179,1.525376087420000
7494,9009,504,22-Feb-19,38-02-57.9,121-58-51.4,8987,3925,32,1,steelhead,504,38.0519447,-121.9860840,0,Suisun Bay,464,46400,179,1.525376087420000
7495,9010,504,22-Feb-19,38-02-57.9,121-58-51.4,8988,3925,25,1,longfin smelt,504,38.0519447,-121.9860840,0,Suisun Bay,464,46400,179,1.525376087420000
7496,9057,504,21-Mar-19,38-03-08.6,121-59-08.7,9035,3956,103,1,Siberian prawn,504,38.0519447,-121.9860840,0,Suisun Bay,464,46400,179,1.525376087420000
7497,9076,606,21-Mar-19,38-10-11.8,122-01-33.1,9052,3963,19,6,American shad,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7498,9077,606,21-Mar-19,38-10-11.8,122-01-33.1,9053,3963,38,13,threespine stickleback,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7499,9078,606,21-Mar-19,38-10-11.8,122-01-33.1,9054,3963,29,4,splittail,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7500,9079,606,21-Mar-19,38-10-11.8,122-01-33.1,9055,3963,9,1,chinook salmon,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7501,9080,606,21-Mar-19,38-10-11.8,122-01-33.1,9056,3963,103,6,Siberian prawn,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7502,9086,610,21-Mar-19,38-07-16.3,121-53-19.2,9062,3965,38,1,threespine stickleback,610,38.1221962,-121.8891144,0,Suisun Bay,464,46400,179,1.525376087420000
7503,9087,610,21-Mar-19,38-07-16.3,121-53-19.2,9063,3965,12,1,inland silverside,610,38.1221962,-121.8891144,0,Suisun Bay,464,46400,179,1.525376087420000
7504,9122,504,18-Apr-19,38-03-09.4,121-59-10.3,9102,3997,19,1,American shad,504,38.0519447,-121.9860840,0,Suisun Bay,464,46400,179,1.525376087420000
7505,9123,504,18-Apr-19,38-03-09.4,121-59-10.3,9103,3997,9,2,chinook salmon,504,38.0519447,-121.9860840,0,Suisun Bay,464,46400,179,1.525376087420000
7506,9156,610,18-Apr-19,38-07-20.6,121-53-21.1,9136,4006,20,1,threadfin shad,610,38.1221962,-121.8891144,0,Suisun Bay,464,46400,179,1.525376087420000
7507,9157,610,18-Apr-19,38-07-20.6,121-53-21.1,9137,4006,38,17,threespine stickleback,610,38.1221962,-121.8891144,0,Suisun Bay,464,46400,179,1.525376087420000
7508,9158,610,18-Apr-19,38-07-20.6,121-53-21.1,9138,4006,12,2,inland silverside,610,38.1221962,-121.8891144,0,Suisun Bay,464,46400,179,1.525376087420000
7509,9159,610,18-Apr-19,38-07-20.6,121-53-21.1,9139,4006,9,1,chinook salmon,610,38.1221962,-121.8891144,0,Suisun Bay,464,46400,179,1.525376087420000
7510,9160,610,18-Apr-19,38-07-20.6,121-53-21.1,9140,4006,103,2,Siberian prawn,610,38.1221962,-121.8891144,0,Suisun Bay,464,46400,179,1.525376087420000
7511,9222,610,16-May-19,38-07-17.3,121-53-18.1,9203,4044,29,12,splittail,610,38.1221962,-121.8891144,0,Suisun Bay,464,46400,179,1.525376087420000
7512,9223,610,16-May-19,38-07-17.3,121-53-18.1,9204,4044,38,1,threespine stickleback,610,38.1221962,-121.8891144,0,Suisun Bay,464,46400,179,1.525376087420000
7513,9224,610,16-May-19,38-07-17.3,121-53-18.1,9205,4044,25,2,longfin smelt,610,38.1221962,-121.8891144,0,Suisun Bay,464,46400,179,1.525376087420000
7514,9280,610,19-Dec-19,38-07-15.4,121-53-18.6,9261,4073,20,23,threadfin shad,610,38.1221962,-121.8891144,0,Suisun Bay,464,46400,179,1.525376087420000
7515,9281,610,19-Dec-19,38-07-15.4,121-53-18.6,9262,4073,19,1,American shad,610,38.1221962,-121.8891144,0,Suisun Bay,464,46400,179,1.525376087420000
7516,9306,504,19-Dec-19,38-03-00.8,121-58-58.1,9287,4081,20,8,threadfin shad,504,38.0519447,-121.9860840,0,Suisun Bay,464,46400,179,1.525376087420000
7517,9307,504,19-Dec-19,38-03-00.8,121-58-58.1,9288,4081,19,15,American shad,504,38.0519447,-121.9860840,0,Suisun Bay,464,46400,179,1.525376087420000
7518,9308,504,19-Dec-19,38-03-00.8,121-58-58.1,9289,4081,25,1,longfin smelt,504,38.0519447,-121.9860840,0,Suisun Bay,464,46400,179,1.525376087420000
7519,9309,504,19-Dec-19,38-03-00.8,121-58-58.1,9290,4081,9,1,chinook salmon,504,38.0519447,-121.9860840,0,Suisun Bay,464,46400,179,1.525376087420000
7520,9310,504,19-Dec-19,38-03-00.8,121-58-58.1,9291,4081,33,3,striped bass age 0,504,38.0519447,-121.9860840,0,Suisun Bay,464,46400,179,1.525376087420000
7521,9332,519,14-Jan-20,38-04-21.0,121-57-33.6,9313,4102,20,4,threadfin shad,519,38.0747490,-121.9580841,0,Suisun Bay,464,46400,179,1.525376087420000
7522,9333,519,14-Jan-20,38-04-21.0,121-57-33.6,9314,4102,19,19,American shad,519,38.0747490,-121.9580841,0,Suisun Bay,464,46400,179,1.525376087420000
7523,9349,504,16-Jan-20,38-03-10.0,121-59-08.4,9330,4113,33,2,striped bass age 0,504,38.0519447,-121.9860840,0,Suisun Bay,464,46400,179,1.525376087420000
7524,9350,504,16-Jan-20,38-03-10.0,121-59-08.4,9331,4113,19,9,American shad,504,38.0519447,-121.9860840,0,Suisun Bay,464,46400,179,1.525376087420000
7525,9351,504,16-Jan-20,38-03-10.0,121-59-08.4,9332,4113,25,1,longfin smelt,504,38.0519447,-121.9860840,0,Suisun Bay,464,46400,179,1.525376087420000
7526,9352,610,24-Jan-20,38-07-24.9,121-53-21.2,9333,4114,20,1,threadfin shad,610,38.1221962,-121.8891144,0,Suisun Bay,464,46400,179,1.525376087420000
7527,9353,610,24-Jan-20,38-07-24.9,121-53-21.2,9334,4114,61,1,hitch,610,38.1221962,-121.8891144,0,Suisun Bay,464,46400,179,1.525376087420000
7528,9354,610,24-Jan-20,38-07-24.9,121-53-21.2,9335,4114,38,2,threespine stickleback,610,38.1221962,-121.8891144,0,Suisun Bay,464,46400,179,1.525376087420000
7529,9359,606,24-Jan-20,38-10-12.0,122-01-21.1,9340,4116,19,3,American shad,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7530,9402,504,13-Feb-20,38-03-12.2,121-59-16.1,9383,4146,19,3,American shad,504,38.0519447,-121.9860840,0,Suisun Bay,464,46400,179,1.525376087420000
7531,9416,606,13-Feb-20,38-10-10.4,122-01-31.2,9397,4153,20,4,threadfin shad,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7532,9417,606,13-Feb-20,38-10-10.4,122-01-31.2,9398,4153,19,4,American shad,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7533,9418,606,13-Feb-20,38-10-10.4,122-01-31.2,9399,4153,25,1,longfin smelt,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7534,9435,519,14-Feb-20,38-04-29.1,121-57-29.1,9416,4161,19,2,American shad,519,38.0747490,-121.9580841,0,Suisun Bay,464,46400,179,1.525376087420000
7535,9448,519,10-Mar-20,38-04-28.9,121-57-29.1,9429,4174,103,5,Siberian prawn,519,38.0747490,-121.9580841,0,Suisun Bay,464,46400,179,1.525376087420000
7536,9449,519,10-Mar-20,38-04-28.9,121-57-29.1,9430,4174,22,1,crangon shrimp,519,38.0747490,-121.9580841,0,Suisun Bay,464,46400,179,1.525376087420000
7537,9470,504,12-Mar-20,38-03-18.3,121-59-26.1,9451,4188,0,,No Catch,504,38.0519447,-121.9860840,0,Suisun Bay,464,46400,179,1.525376087420000
7538,9479,602,12-Mar-20,38-06-55.3,122-02-42.7,9460,4194,42,1,yellowfin goby,602,38.1155548,-122.0423889,0,Suisun Bay,464,46400,179,1.525376087420000
7539,9480,602,12-Mar-20,38-06-55.3,122-02-42.7,9461,4194,33,16,striped bass age 0,602,38.1155548,-122.0423889,0,Suisun Bay,464,46400,179,1.525376087420000
7540,9481,602,12-Mar-20,38-06-55.3,122-02-42.7,9462,4194,25,2,longfin smelt,602,38.1155548,-122.0423889,0,Suisun Bay,464,46400,179,1.525376087420000
7541,9482,602,12-Mar-20,38-06-55.3,122-02-42.7,9463,4194,31,1,starry flounder,602,38.1155548,-122.0423889,0,Suisun Bay,464,46400,179,1.525376087420000
7542,9483,602,12-Mar-20,38-06-55.3,122-02-42.7,9464,4194,22,25,crangon shrimp,602,38.1155548,-122.0423889,0,Suisun Bay,464,46400,179,1.525376087420000
7543,9489,606,12-Mar-20,38-10-12.5,122-01-23.0,9468,4196,19,3,American shad,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7544,9490,606,12-Mar-20,38-10-12.5,122-01-23.0,9469,4196,38,5,threespine stickleback,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7545,75,602,02-Apr-21,38-06-53.0,122-02-39.2,9743,4350,16,363,Pacific herring,602,38.1155548,-122.0423889,0,Suisun Bay,464,46400,179,1.525376087420000
7546,76,602,02-Apr-21,38-06-53.0,122-02-39.2,9744,4350,13,1,northern anchovy,602,38.1155548,-122.0423889,0,Suisun Bay,464,46400,179,1.525376087420000
7547,77,602,02-Apr-21,38-06-53.0,122-02-39.2,9757,4350,19,1,American shad,602,38.1155548,-122.0423889,0,Suisun Bay,464,46400,179,1.525376087420000
7548,78,606,02-Apr-21,38-10-11.8,122-01-28.5,9745,4351,19,4,American shad,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7549,79,606,02-Apr-21,38-10-11.8,122-01-28.5,9746,4351,16,126,Pacific herring,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7550,80,606,02-Apr-21,38-10-11.8,122-01-28.5,9747,4351,38,1,threespine stickleback,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7551,107,519,27-Apr-21,38-04-25.3,121-57-40.4,9775,4367,16,5,Pacific herring,519,38.0747490,-121.9580841,0,Suisun Bay,464,46400,179,1.525376087420000
7552,108,519,27-Apr-21,38-04-25.3,121-57-40.4,9776,4367,25,17,longfin smelt,519,38.0747490,-121.9580841,0,Suisun Bay,464,46400,179,1.525376087420000
7553,109,519,27-Apr-21,38-04-25.3,121-57-40.4,9778,4367,9,1,chinook salmon,519,38.0747490,-121.9580841,0,Suisun Bay,464,46400,179,1.525376087420000
7554,110,519,27-Apr-21,38-04-25.3,121-57-40.4,9779,4367,30,1,Pacific staghorn sculpin,519,38.0747490,-121.9580841,0,Suisun Bay,464,46400,179,1.525376087420000
7555,111,501,27-Apr-21,38-04-25.5,122-01-33.8,9780,4368,16,140,Pacific herring,501,38.0733337,-122.0263367,0,Suisun Bay,464,46400,179,1.525376087420000
7556,112,501,27-Apr-21,38-04-25.5,122-01-33.8,9781,4368,13,1,northern anchovy,501,38.0733337,-122.0263367,0,Suisun Bay,464,46400,179,1.525376087420000
7557,113,501,27-Apr-21,38-04-25.5,122-01-33.8,9782,4368,25,14,longfin smelt,501,38.0733337,-122.0263367,0,Suisun Bay,464,46400,179,1.525376087420000
7558,114,501,27-Apr-21,38-04-25.5,122-01-33.8,9783,4368,9,18,chinook salmon,501,38.0733337,-122.0263367,0,Suisun Bay,464,46400,179,1.525376087420000
7559,153,411,29-Apr-21,38-03-00.5,122-04-54.2,9821,4387,16,23,Pacific herring,411,38.0502205,-122.0765305,0,Suisun Bay,464,46400,179,1.525376087420000
7560,154,411,29-Apr-21,38-03-00.5,122-04-54.2,9822,4387,9,6,chinook salmon,411,38.0502205,-122.0765305,0,Suisun Bay,464,46400,179,1.525376087420000
7561,166,602,29-Apr-21,38-06-51.7,122-02-46.4,9834,4391,16,195,Pacific herring,602,38.1155548,-122.0423889,0,Suisun Bay,464,46400,179,1.525376087420000
7562,167,602,29-Apr-21,38-06-51.7,122-02-46.4,9835,4391,25,32,longfin smelt,602,38.1155548,-122.0423889,0,Suisun Bay,464,46400,179,1.525376087420000
7563,168,602,29-Apr-21,38-06-51.7,122-02-46.4,9836,4391,13,1,northern anchovy,602,38.1155548,-122.0423889,0,Suisun Bay,464,46400,179,1.525376087420000
7564,169,602,29-Apr-21,38-06-51.7,122-02-46.4,9837,4391,37,1,white sturgeon,602,38.1155548,-122.0423889,0,Suisun Bay,464,46400,179,1.525376087420000
7565,206,519,19-Jan-22,38-04-22.3,121-57-39.5,9879,4413,0,,No Catch,519,38.0747490,-121.9580841,0,Suisun Bay,464,46400,179,1.525376087420000
7566,207,501,19-Jan-22,38-04-23.5,122-01-33.3,9880,4414,12,1,inland silverside,501,38.0733337,-122.0263367,0,Suisun Bay,464,46400,179,1.525376087420000
7567,229,411,21-Jan-22,38-03-03.8,122-04-47.1,9902,4427,0,,No Catch,411,38.0502205,-122.0765305,0,Suisun Bay,464,46400,179,1.525376087420000
7568,250,519,16-Feb-22,38-04-23.2,121-57-24.9,9923,4447,0,,No Catch,519,38.0747490,-121.9580841,0,Suisun Bay,464,46400,179,1.525376087420000
7569,287,602,18-Feb-22,38-06-47.6,122-02-59.5,9956,4464,38,4,threespine stickleback,602,38.1155548,-122.0423889,0,Suisun Bay,464,46400,179,1.525376087420000
7570,288,602,18-Feb-22,38-06-47.6,122-02-59.5,9969,4464,22,1,crangon shrimp,602,38.1155548,-122.0423889,0,Suisun Bay,464,46400,179,1.525376087420000
7571,294,501,22-Feb-22,38-04-29.1,122-01-39.5,9962,4469,38,1,threespine stickleback,501,38.0733337,-122.0263367,0,Suisun Bay,464,46400,179,1.525376087420000
7572,314,519,15-Mar-22,38-04-23.1,121-57-30.4,9987,4488,0,,No Catch,519,38.0747490,-121.9580841,0,Suisun Bay,464,46400,179,1.525376087420000
7573,369,411,17-Mar-22,38-03-09.2,122-04-30.9,10041,4508,38,1,threespine stickleback,411,38.0502205,-122.0765305,0,Suisun Bay,464,46400,179,1.525376087420000
7574,370,411,17-Mar-22,38-03-09.2,122-04-30.9,10042,4508,39,1,topsmelt,411,38.0502205,-122.0765305,0,Suisun Bay,464,46400,179,1.525376087420000
7575,371,411,17-Mar-22,38-03-09.2,122-04-30.9,10043,4508,16,6,Pacific herring,411,38.0502205,-122.0765305,0,Suisun Bay,464,46400,179,1.525376087420000
7576,372,501,17-Mar-22,38-04-23.1,122-01-24.3,10044,4509,16,19,Pacific herring,501,38.0733337,-122.0263367,0,Suisun Bay,464,46400,179,1.525376087420000
7577,438,602,14-Apr-22,38-07-07.3,122-02-35.6,10107,4545,13,1,northern anchovy,602,38.1155548,-122.0423889,0,Suisun Bay,464,46400,179,1.525376087420000
7578,439,602,14-Apr-22,38-07-07.3,122-02-35.6,10108,4545,31,1,starry flounder,602,38.1155548,-122.0423889,0,Suisun Bay,464,46400,179,1.525376087420000
7579,440,602,14-Apr-22,38-07-07.3,122-02-35.6,10109,4545,8,1,jacksmelt,602,38.1155548,-122.0423889,0,Suisun Bay,464,46400,179,1.525376087420000
7580,441,602,14-Apr-22,38-07-07.3,122-02-35.6,10110,4545,38,2,threespine stickleback,602,38.1155548,-122.0423889,0,Suisun Bay,464,46400,179,1.525376087420000
7581,442,602,14-Apr-22,38-07-07.3,122-02-35.6,10111,4545,22,18,crangon shrimp,602,38.1155548,-122.0423889,0,Suisun Bay,464,46400,179,1.525376087420000
7582,443,602,14-Apr-22,38-07-07.3,122-02-35.6,10112,4545,16,115,Pacific herring,602,38.1155548,-122.0423889,0,Suisun Bay,464,46400,179,1.525376087420000
7583,444,602,14-Apr-22,38-07-07.3,122-02-35.6,10131,4545,25,3,longfin smelt,602,38.1155548,-122.0423889,0,Suisun Bay,464,46400,179,1.525376087420000
7584,454,411,14-Apr-22,38-03-07.4,122-04-38.0,10122,4549,13,5,northern anchovy,411,38.0502205,-122.0765305,0,Suisun Bay,464,46400,179,1.525376087420000
7585,455,411,14-Apr-22,38-03-07.4,122-04-38.0,10123,4549,16,2,Pacific herring,411,38.0502205,-122.0765305,0,Suisun Bay,464,46400,179,1.525376087420000
7586,542,602,12-May-22,38-07-05.1,122-02-31.6,10204,4588,23,1,palaemon shrimp,602,38.1155548,-122.0423889,0,Suisun Bay,464,46400,179,1.525376087420000
7587,543,602,12-May-22,38-07-05.1,122-02-31.6,10205,4588,22,20,crangon shrimp,602,38.1155548,-122.0423889,0,Suisun Bay,464,46400,179,1.525376087420000
7588,544,602,12-May-22,38-07-05.1,122-02-31.6,10206,4588,38,5,threespine stickleback,602,38.1155548,-122.0423889,0,Suisun Bay,464,46400,179,1.525376087420000
7589,545,602,12-May-22,38-07-05.1,122-02-31.6,10207,4588,16,67,Pacific herring,602,38.1155548,-122.0423889,0,Suisun Bay,464,46400,179,1.525376087420000
7590,546,602,12-May-22,38-07-05.1,122-02-31.6,10208,4588,9,1,chinook salmon,602,38.1155548,-122.0423889,0,Suisun Bay,464,46400,179,1.525376087420000
7591,547,602,12-May-22,38-07-05.1,122-02-31.6,10209,4588,13,29,northern anchovy,602,38.1155548,-122.0423889,0,Suisun Bay,464,46400,179,1.525376087420000
7592,548,602,12-May-22,38-07-05.1,122-02-31.6,10233,4588,25,30,longfin smelt,602,38.1155548,-122.0423889,0,Suisun Bay,464,46400,179,1.525376087420000
7593,549,606,12-May-22,38-10-11.6,122-01-24.6,10210,4589,38,6,threespine stickleback,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7594,550,606,12-May-22,38-10-11.6,122-01-24.6,10211,4589,16,13,Pacific herring,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7595,551,606,12-May-22,38-10-11.6,122-01-24.6,10212,4589,9,1,chinook salmon,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7596,552,606,12-May-22,38-10-11.6,122-01-24.6,10235,4589,25,20,longfin smelt,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7597,605,606,24-Feb-04,,,1128,397,9,3,chinook salmon,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7598,606,606,24-Feb-04,,,1129,397,38,1,threespine stickleback,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
7599,607,606,24-Feb-04,,,1130,397,29,1,splittail,606,38.1705818,-122.0279160,0,Suisun Bay,464,46400,179,1.525376087420000
